"","Date","Oil","Gas","Misc","Total","X..Oil","X..Gas"
"1206",2010-08-20,655,985,11,1651,0.396729254996972,0.596608116293156
"1207",2010-08-27,672,973,11,1656,0.405797101449275,0.58756038647343
"1208",2010-09-03,665,977,11,1653,0.402298850574713,0.591046581972172
"1209",2010-09-10,663,980,11,1654,0.400846432889964,0.592503022974607
"1210",2010-09-17,670,982,9,1661,0.403371462974112,0.591210114388922
"1211",2010-09-24,673,967,10,1650,0.407878787878788,0.586060606060606
"1212",2010-10-01,687,962,10,1659,0.414104882459313,0.579867389993972
"1213",2010-10-08,690,971,10,1671,0.412926391382406,0.581089168162777
"1214",2010-10-15,695,966,9,1670,0.416167664670659,0.578443113772455
"1215",2010-10-22,695,965,9,1669,0.416417016177352,0.578190533253445
"1216",2010-10-29,696,967,9,1672,0.416267942583732,0.578349282296651
"1217",2010-11-05,718,955,10,1683,0.426619132501485,0.567439096850862
"1218",2010-11-12,720,955,10,1685,0.427299703264095,0.566765578635015
"1219",2010-11-19,731,936,10,1677,0.435897435897436,0.558139534883721
"1220",2010-11-24,724,953,10,1687,0.429164196799052,0.564908120924718
"1221",2010-12-03,742,961,10,1713,0.433158201984822,0.561004086398132
"1222",2010-12-10,763,948,12,1723,0.442832269297737,0.550203134068485
"1223",2010-12-17,756,941,12,1709,0.442363955529549,0.55061439438268
"1224",2010-12-22,771,931,12,1714,0.449824970828471,0.543173862310385
"1225",2010-12-30,765,919,10,1694,0.45159386068477,0.542502951593861
"1226",2011-01-07,777,914,9,1700,0.457058823529412,0.537647058823529
"1227",2011-01-14,789,902,9,1700,0.464117647058824,0.530588235294118
"1228",2011-01-21,798,906,9,1713,0.46584938704028,0.528896672504378
"1229",2011-01-28,809,913,10,1732,0.467090069284065,0.527136258660508
"1230",2011-02-04,818,911,10,1739,0.470385278895917,0.523864289821737
"1231",2011-02-11,805,906,10,1721,0.467751307379431,0.52643811737362
"1232",2011-02-18,798,905,10,1713,0.46584938704028,0.528312901342674
"1233",2011-02-25,783,906,10,1699,0.460859329017069,0.533254855797528
"1234",2011-03-04,801,899,7,1707,0.469244288224956,0.526654950205038
"1235",2011-03-11,827,882,6,1715,0.482215743440233,0.514285714285714
"1236",2011-03-18,839,875,6,1720,0.487790697674419,0.508720930232558
"1237",2011-03-25,851,880,7,1738,0.489643268124281,0.506329113924051
"1238",2011-04-01,877,891,8,1776,0.493806306306306,0.501689189189189
"1239",2011-04-08,886,889,7,1782,0.497194163860831,0.498877665544332
"1240",2011-04-15,880,885,7,1772,0.496613995485327,0.499435665914221
"1241",2011-04-21,913,878,9,1800,0.507222222222222,0.487777777777778
"1242",2011-04-29,926,882,10,1818,0.509350935093509,0.485148514851485
"1243",2011-05-06,934,890,12,1836,0.508714596949891,0.484749455337691
"1244",2011-05-13,947,874,9,1830,0.517486338797814,0.477595628415301
"1245",2011-05-20,954,866,10,1830,0.521311475409836,0.473224043715847
"1246",2011-05-27,958,881,8,1847,0.518678938819708,0.476989713048186
"1247",2011-06-03,959,887,8,1854,0.517259978425027,0.478425026968716
"1248",2011-06-10,969,879,7,1855,0.522371967654987,0.473854447439353
"1249",2011-06-17,984,870,6,1860,0.529032258064516,0.467741935483871
"1250",2011-06-24,1003,873,6,1882,0.532943676939426,0.463868225292242
"1251",2011-07-01,1006,874,6,1886,0.533404029692471,0.463414634146342
"1252",2011-07-08,1007,873,7,1887,0.533651298357181,0.462639109697933
"1253",2011-07-15,1013,885,7,1905,0.531758530183727,0.464566929133858
"1254",2011-07-22,1021,889,6,1916,0.532881002087683,0.463987473903967
"1255",2011-07-29,1025,877,6,1908,0.537211740041929,0.459643605870021
"1256",2011-08-05,1031,883,6,1920,0.536979166666667,0.459895833333333
"1257",2011-08-12,1055,896,8,1959,0.538540071465033,0.457376212353241
"1258",2011-08-19,1066,900,8,1974,0.540020263424519,0.455927051671733
"1259",2011-08-26,1069,898,8,1975,0.54126582278481,0.454683544303798
"1260",2011-09-02,1064,895,9,1968,0.540650406504065,0.454776422764228
"1261",2011-09-09,1057,892,9,1958,0.539836567926456,0.455566905005107
"1262",2011-09-16,1062,912,11,1985,0.535012594458438,0.459445843828715
"1263",2011-09-23,1071,912,8,1991,0.537920642893019,0.458061275740834
"1264",2011-09-30,1060,923,7,1990,0.532663316582915,0.463819095477387
"1265",2011-10-07,1070,935,7,2012,0.531809145129225,0.464711729622266
"1266",2011-10-14,1080,936,7,2023,0.533860603064755,0.462679189322788
"1267",2011-10-21,1079,927,7,2013,0.536015896671634,0.460506706408346
"1268",2011-10-28,1078,934,9,2021,0.533399307273627,0.462147451756556
"1269",2011-11-04,1112,907,7,2026,0.548864758144126,0.447680157946693
"1270",2011-11-11,1133,877,6,2016,0.562003968253968,0.435019841269841
"1271",2011-11-18,1125,871,5,2001,0.562218890554723,0.43528235882059
"1272",2011-11-25,1130,865,5,2000,0.565,0.4325
"1273",2011-12-02,1132,856,5,1993,0.567987957852484,0.429503261414952
"1274",2011-12-09,1161,820,6,1987,0.584297936587821,0.412682435832914
"1275",2011-12-16,1196,818,5,2019,0.592372461614661,0.405151064883606
"1276",2011-12-22,1201,802,5,2008,0.598107569721116,0.399402390438247
"1277",2011-12-29,1193,809,5,2007,0.594419531639263,0.403089187842551
"1278",2012-01-06,1191,811,5,2007,0.593423019431988,0.404085700049826
"1279",2012-01-13,1191,791,5,1987,0.599396074484147,0.398087569199799
"1280",2012-01-20,1223,780,5,2008,0.60906374501992,0.388446215139442
"1281",2012-01-27,1225,777,6,2008,0.610059760956175,0.38695219123506
"1282",2012-02-03,1245,745,7,1997,0.623435152729094,0.373059589384076
"1283",2012-02-10,1263,720,6,1989,0.63499245852187,0.361990950226244
"1284",2012-02-17,1272,716,6,1994,0.637913741223671,0.359077231695085
"1285",2012-02-24,1265,710,6,1981,0.638566380615851,0.358404846037355
"1286",2012-03-02,1293,691,5,1989,0.650075414781297,0.347410759175465
"1287",2012-03-09,1296,670,7,1973,0.656867714140902,0.339584389254942
"1288",2012-03-16,1317,663,4,1984,0.663810483870968,0.334173387096774
"1289",2012-03-23,1313,652,3,1968,0.667174796747967,0.33130081300813
"1290",2012-03-30,1318,658,3,1979,0.665992925720061,0.332491157150076
"1291",2012-04-05,1329,647,3,1979,0.67155128852956,0.326932794340576
"1292",2012-04-13,1322,624,4,1950,0.677948717948718,0.32
"1293",2012-04-20,1337,631,4,1972,0.677991886409736,0.319979716024341
"1294",2012-04-27,1328,613,4,1945,0.682776349614396,0.315167095115681
"1295",2012-05-04,1355,606,4,1965,0.689567430025445,0.308396946564886
"1296",2012-05-11,1372,598,4,1974,0.695035460992908,0.302938196555218
"1297",2012-05-18,1382,600,4,1986,0.695871097683787,0.302114803625378
"1298",2012-05-25,1383,594,6,1983,0.697428139183056,0.299546142208775
"1299",2012-06-01,1386,588,6,1980,0.7,0.296969696969697
"1300",2012-06-08,1414,565,5,1984,0.712701612903226,0.284778225806452
"1301",2012-06-15,1405,562,4,1971,0.712836123795028,0.285134449518011
"1302",2012-06-22,1421,541,4,1966,0.722787385554425,0.275178026449644
"1303",2012-06-29,1421,534,4,1959,0.725370086778969,0.272588055130168
"1304",2012-07-06,1419,542,4,1965,0.722137404580153,0.275826972010178
"1305",2012-07-13,1427,522,4,1953,0.730670762928828,0.267281105990783
"1306",2012-07-20,1414,518,3,1935,0.730749354005168,0.267700258397933
"1307",2012-07-27,1416,505,3,1924,0.735966735966736,0.262474012474013
"1308",2012-08-03,1429,498,3,1930,0.740414507772021,0.258031088082902
"1309",2012-08-10,1432,495,4,1931,0.741584671154842,0.256343863283273
"1310",2012-08-17,1425,484,5,1914,0.744514106583072,0.252873563218391
"1311",2012-08-24,1408,486,4,1898,0.741833508956797,0.256059009483667
"1312",2012-08-31,1419,473,2,1894,0.749208025343189,0.24973600844773
"1313",2012-09-07,1409,452,3,1864,0.755901287553648,0.242489270386266
"1314",2012-09-14,1413,448,3,1864,0.758047210300429,0.240343347639485
"1315",2012-09-21,1402,454,3,1859,0.754168908015062,0.244217321140398
"1316",2012-09-28,1410,435,3,1848,0.762987012987013,0.23538961038961
"1317",2012-10-05,1398,437,2,1837,0.761023407729995,0.237887860642352
"1318",2012-10-12,1411,422,2,1835,0.768937329700273,0.229972752043597
"1319",2012-10-19,1410,427,2,1839,0.766721044045677,0.232191408374116
"1320",2012-10-26,1408,416,2,1826,0.771084337349398,0.227820372398686
"1321",2012-11-02,1373,424,3,1800,0.762777777777778,0.235555555555556
"1322",2012-11-09,1389,413,4,1806,0.769102990033223,0.228682170542636
"1323",2012-11-16,1390,417,2,1809,0.768380320619127,0.230514096185738
"1324",2012-11-21,1388,428,1,1817,0.763896532746285,0.235553109521189
"1325",2012-11-30,1386,424,1,1811,0.765323025952512,0.234124792932082
"1326",2012-12-07,1382,417,1,1800,0.767777777777778,0.231666666666667
"1327",2012-12-14,1381,416,2,1799,0.767648693718733,0.23123957754308
"1328",2012-12-21,1340,429,5,1774,0.755355129650507,0.241826381059752
"1329",2012-12-28,1327,431,5,1763,0.752694271128758,0.244469653998866
"1330",2013-01-04,1318,439,5,1762,0.748013620885358,0.249148694665153
"1331",2013-01-11,1323,434,4,1761,0.751277683134583,0.246450880181715
"1332",2013-01-18,1316,429,4,1749,0.75242995997713,0.245283018867925
"1333",2013-01-25,1315,434,4,1753,0.750142612664005,0.247575584711922
"1334",2013-02-01,1332,428,4,1764,0.755102040816327,0.242630385487528
"1335",2013-02-08,1330,425,4,1759,0.756111426947129,0.241614553723707
"1336",2013-02-15,1337,421,4,1762,0.758796821793417,0.238933030646992
"1337",2013-02-22,1329,428,4,1761,0.754684838160136,0.243043725156161
"1338",2013-03-01,1333,420,4,1757,0.758679567444508,0.239043824701195
"1339",2013-03-08,1341,407,4,1752,0.76541095890411,0.232305936073059
"1340",2013-03-15,1341,431,4,1776,0.755067567567568,0.24268018018018
"1341",2013-03-22,1324,418,4,1746,0.758304696449026,0.239404352806415
"1342",2013-03-28,1354,389,5,1748,0.774599542334096,0.22254004576659
"1343",2013-04-05,1357,375,6,1738,0.78078250863061,0.215765247410817
"1344",2013-04-12,1387,377,7,1771,0.78317334839074,0.2128740824393
"1345",2013-04-19,1371,379,8,1758,0.779863481228669,0.215585893060296
"1346",2013-04-26,1381,366,7,1754,0.787343215507412,0.20866590649943
"1347",2013-05-03,1403,354,7,1764,0.795351473922903,0.200680272108844
"1348",2013-05-10,1412,350,7,1769,0.798191068400226,0.197851893725269
"1349",2013-05-17,1408,354,7,1769,0.795929903900509,0.200113058224986
"1350",2013-05-24,1402,354,6,1762,0.795686719636776,0.200908059023837
"1351",2013-05-31,1410,354,7,1771,0.796160361377753,0.199887069452287
"1352",2013-06-07,1406,354,5,1765,0.796600566572238,0.20056657223796
"1353",2013-06-14,1413,353,5,1771,0.79785431959345,0.199322416713721
"1354",2013-06-21,1405,349,5,1759,0.79874928936896,0.198408186469585
"1355",2013-06-28,1390,353,5,1748,0.795194508009153,0.201945080091533
"1356",2013-07-03,1395,355,7,1757,0.793966989186113,0.202048947068867
"1357",2013-07-12,1391,362,6,1759,0.790790221716885,0.205798749289369
"1358",2013-07-19,1395,369,6,1770,0.788135593220339,0.208474576271186
"1359",2013-07-26,1401,369,6,1776,0.788851351351351,0.20777027027027
"1360",2013-08-02,1388,388,6,1782,0.778900112233446,0.217732884399551
"1361",2013-08-09,1385,386,7,1778,0.77896512935883,0.217097862767154
"1362",2013-08-16,1397,388,6,1791,0.78001116694584,0.216638749302066
"1363",2013-08-23,1382,387,7,1776,0.778153153153153,0.217905405405405
"1364",2013-08-30,1388,380,8,1776,0.781531531531532,0.213963963963964
"1365",2013-09-06,1365,394,8,1767,0.772495755517827,0.222976796830787
"1366",2013-09-13,1361,401,6,1768,0.769796380090498,0.226809954751131
"1367",2013-09-20,1369,386,6,1761,0.777399204997161,0.219193639977286
"1368",2013-09-27,1362,376,6,1744,0.780963302752294,0.215596330275229
"1369",2013-10-04,1372,378,6,1756,0.781321184510251,0.215261958997722
"1370",2013-10-11,1367,369,7,1743,0.784279977051061,0.211703958691911
"1371",2013-10-18,1361,372,6,1739,0.782633697527315,0.213916043703278
"1372",2013-10-25,1357,376,5,1738,0.78078250863061,0.216340621403913
"1373",2013-11-01,1376,360,6,1742,0.789896670493685,0.206659012629162
"1374",2013-11-08,1383,365,6,1754,0.7884834663626,0.208095781071836
"1375",2013-11-15,1385,370,7,1762,0.786038592508513,0.209988649262202
"1376",2013-11-22,1387,369,5,1761,0.787620670073822,0.20954003407155
"1377",2013-11-27,1391,367,5,1763,0.788996029495179,0.208167895632445
"1378",2013-12-06,1397,375,3,1775,0.787042253521127,0.211267605633803
"1379",2013-12-13,1411,369,2,1782,0.791806958473625,0.207070707070707
"1380",2013-12-20,1395,372,1,1768,0.789027149321267,0.210407239819005
"1381",2013-12-27,1382,374,1,1757,0.786568013659647,0.212862834376779
"1382",2014-01-03,1378,372,1,1751,0.78697886921759,0.212450028555111
"1383",2014-01-10,1393,357,4,1754,0.794184720638541,0.203534777651083
"1384",2014-01-17,1408,365,4,1777,0.792346651660101,0.205402363534046
"1385",2014-01-24,1416,356,5,1777,0.796848621271806,0.200337647720878
"1386",2014-01-31,1422,358,5,1785,0.796638655462185,0.200560224089636
"1387",2014-02-07,1416,351,4,1771,0.799548277809147,0.19819311123659
"1388",2014-02-14,1423,337,4,1764,0.806689342403628,0.191043083900227
"1389",2014-02-21,1425,342,4,1771,0.804630152456239,0.193111236589497
"1390",2014-02-28,1430,335,4,1769,0.808366308648954,0.189372526851328
"1391",2014-03-07,1443,345,4,1792,0.805245535714286,0.192522321428571
"1392",2014-03-14,1461,344,4,1809,0.807628524046435,0.190160309563295
"1393",2014-03-21,1473,326,4,1803,0.816971713810316,0.180809761508597
"1394",2014-03-28,1487,318,4,1809,0.822001105583195,0.175787728026534
"1395",2014-04-04,1498,316,4,1818,0.823982398239824,0.173817381738174
"1396",2014-04-11,1517,310,4,1831,0.828509011469143,0.169306389950847
"1397",2014-04-17,1510,316,5,1831,0.824685963954123,0.172583287820863
"1398",2014-04-25,1534,323,4,1861,0.824288017195056,0.173562600752284
"1399",2014-05-02,1527,323,4,1854,0.823624595469256,0.174217907227616
"1400",2014-05-09,1528,323,4,1855,0.823719676549865,0.174123989218329
"1401",2014-05-16,1531,326,4,1861,0.822675980655562,0.175174637291779
"1402",2014-05-23,1528,325,4,1857,0.822832525578891,0.175013462574044
"1403",2014-05-30,1536,326,4,1866,0.823151125401929,0.17470525187567
"1404",2014-06-06,1536,320,4,1860,0.825806451612903,0.172043010752688
"1405",2014-06-13,1542,310,2,1854,0.831715210355987,0.167206040992449
"1406",2014-06-20,1545,311,2,1858,0.831539289558665,0.167384284176534
"1407",2014-06-27,1558,314,1,1873,0.831820608649226,0.167645488521089
"1408",2014-07-03,1562,311,1,1874,0.833511205976521,0.165955176093917
"1409",2014-07-11,1563,311,1,1875,0.8336,0.165866666666667
"1410",2014-07-18,1554,315,2,1871,0.830571886691609,0.168359166221272
"1411",2014-07-25,1562,318,3,1883,0.829527349973447,0.168879447689857
"1412",2014-08-01,1573,313,3,1889,0.832715722604553,0.16569613552144
"1413",2014-08-08,1588,316,4,1908,0.832285115303983,0.165618448637317
"1414",2014-08-15,1589,321,3,1913,0.830632514375327,0.167799268165186
"1415",2014-08-22,1564,330,2,1896,0.824894514767933,0.174050632911392
"1416",2014-08-29,1575,338,1,1914,0.822884012539185,0.176593521421108
"1417",2014-09-05,1584,340,1,1925,0.822857142857143,0.176623376623377
"1418",2014-09-12,1592,338,1,1931,0.824443293630243,0.175038839979285
"1419",2014-09-19,1601,329,1,1931,0.829104091144485,0.170378042465044
"1420",2014-09-26,1592,338,1,1931,0.824443293630243,0.175038839979285
"1421",2014-10-03,1591,330,1,1922,0.827783558792924,0.171696149843913
"1422",2014-10-10,1609,320,1,1930,0.833678756476684,0.16580310880829
"1423",2014-10-17,1590,328,0,1918,0.828988529718457,0.171011470281543
"1424",2014-10-24,1595,332,0,1927,0.827711468604048,0.172288531395952
"1425",2014-10-31,1582,346,1,1929,0.820114048729912,0.179367547952307
"1426",2014-11-07,1568,356,1,1925,0.814545454545455,0.184935064935065
"1427",2014-11-14,1578,350,0,1928,0.818464730290456,0.181535269709544
"1428",2014-11-21,1574,355,0,1929,0.815966822187662,0.184033177812338
"1429",2014-11-26,1572,344,1,1917,0.820031298904538,0.179447052686489
"1430",2014-12-05,1575,344,1,1920,0.8203125,0.179166666666667
"1431",2014-12-12,1546,346,1,1893,0.816693079767565,0.182778658214474
"1432",2014-12-19,1536,338,1,1875,0.8192,0.180266666666667
"1433",2014-12-26,1499,340,1,1840,0.814673913043478,0.184782608695652
"1434",2015-01-02,1482,328,1,1811,0.818332413031474,0.18111540585312
"1435",2015-01-09,1421,329,0,1750,0.812,0.188
"1436",2015-01-16,1366,310,0,1676,0.815035799522673,0.184964200477327
"1437",2015-01-23,1317,316,0,1633,0.806491120636865,0.193508879363135
"1438",2015-01-30,1223,319,1,1543,0.792611795204148,0.206740116655865
"1439",2015-02-06,1140,314,2,1456,0.782967032967033,0.215659340659341
"1440",2015-02-13,1056,300,2,1358,0.777614138438881,0.220913107511046
"1441",2015-02-20,1019,289,2,1310,0.777862595419847,0.220610687022901
"1442",2015-02-27,986,280,1,1267,0.778216258879242,0.220994475138122
"1443",2015-03-06,922,268,2,1192,0.773489932885906,0.224832214765101
"1444",2015-03-13,866,257,2,1125,0.769777777777778,0.228444444444444
"1445",2015-03-20,825,242,2,1069,0.771749298409729,0.226379794200187
"1446",2015-03-27,813,233,2,1048,0.775763358778626,0.222328244274809
"1447",2015-04-02,802,222,4,1028,0.780155642023346,0.215953307392996
"1448",2015-04-10,760,225,3,988,0.769230769230769,0.227732793522267
"1449",2015-04-17,734,217,3,954,0.769392033542977,0.227463312368973
"1450",2015-04-24,703,225,4,932,0.754291845493562,0.241416309012876
"1451",2015-05-01,679,222,4,905,0.750276243093923,0.245303867403315
"1452",2015-05-08,668,221,5,894,0.747203579418344,0.247203579418345
"1453",2015-05-15,660,223,5,888,0.743243243243243,0.251126126126126
"1454",2015-05-22,659,222,4,885,0.744632768361582,0.250847457627119
"1455",2015-05-29,646,225,4,875,0.738285714285714,0.257142857142857
"1456",2015-06-05,642,222,4,868,0.73963133640553,0.255760368663594
"1457",2015-06-12,635,221,3,859,0.739231664726426,0.257275902211874
"1458",2015-06-19,631,223,3,857,0.736289381563594,0.260210035005834
"1459",2015-06-26,628,228,3,859,0.731082654249127,0.265424912689174
"1460",2015-07-02,640,219,3,862,0.74245939675174,0.254060324825986
"1461",2015-07-10,645,217,1,863,0.74739281575898,0.251448435689455
"1462",2015-07-17,638,218,1,857,0.744457409568261,0.254375729288215
"1463",2015-07-24,659,216,1,876,0.752283105022831,0.246575342465753
"1464",2015-07-31,664,209,1,874,0.759725400457666,0.239130434782609
"1465",2015-08-07,670,213,1,884,0.757918552036199,0.240950226244344
"1466",2015-08-14,672,211,1,884,0.760180995475113,0.23868778280543
"1467",2015-08-21,674,211,0,885,0.761581920903955,0.238418079096045
"1468",2015-08-28,675,202,0,877,0.769669327251995,0.230330672748005
"1469",2015-09-04,662,202,0,864,0.766203703703704,0.233796296296296
"1470",2015-09-11,652,196,0,848,0.768867924528302,0.231132075471698
"1471",2015-09-18,644,198,0,842,0.764845605700713,0.235154394299287
"1472",2015-09-25,641,197,0,838,0.76491646778043,0.23508353221957
"1473",2015-10-02,614,195,0,809,0.758961681087763,0.241038318912237
"1474",2015-10-09,605,189,1,795,0.761006289308176,0.237735849056604
"1475",2015-10-16,595,192,0,787,0.756035578144854,0.243964421855146
"1476",2015-10-23,594,193,0,787,0.754764930114358,0.245235069885642
"1477",2015-10-30,578,197,0,775,0.745806451612903,0.254193548387097
"1478",2015-11-06,572,199,0,771,0.74189364461738,0.25810635538262
"1479",2015-11-13,574,193,0,767,0.748370273794003,0.251629726205997
"1480",2015-11-20,564,193,0,757,0.745046235138705,0.254953764861295
"1481",2015-11-25,555,189,0,744,0.745967741935484,0.254032258064516
"1482",2015-12-04,545,192,0,737,0.739484396200814,0.260515603799186
"1483",2015-12-11,524,185,0,709,0.739069111424542,0.260930888575458
"1484",2015-12-18,541,168,0,709,0.763046544428773,0.236953455571227
"1485",2015-12-23,538,162,0,700,0.768571428571429,0.231428571428571
"1486",2015-12-31,536,162,0,698,0.767908309455587,0.232091690544413
"1487",2016-01-08,516,148,0,664,0.77710843373494,0.22289156626506
"1488",2016-01-15,515,135,0,650,0.792307692307692,0.207692307692308
"1489",2016-01-22,510,127,0,637,0.800627943485086,0.199372056514914
"1490",2016-01-29,498,121,0,619,0.804523424878837,0.195476575121163
"1491",2016-02-05,467,104,0,571,0.817863397548161,0.182136602451839
"1492",2016-02-12,439,102,0,541,0.811460258780037,0.188539741219963
"1493",2016-02-19,413,101,0,514,0.803501945525292,0.196498054474708
"1494",2016-02-26,400,102,0,502,0.796812749003984,0.203187250996016
"1495",2016-03-04,392,97,0,489,0.801635991820041,0.198364008179959
"1496",2016-03-11,386,94,0,480,0.804166666666667,0.195833333333333
"1497",2016-03-18,387,89,0,476,0.813025210084034,0.186974789915966
"1498",2016-03-24,372,92,0,464,0.801724137931034,0.198275862068966
"1499",2016-04-01,362,88,0,450,0.804444444444444,0.195555555555556
"1500",2016-04-08,354,89,0,443,0.799097065462754,0.200902934537246
"1501",2016-04-15,351,89,0,440,0.797727272727273,0.202272727272727
"1502",2016-04-22,343,88,0,431,0.795823665893271,0.204176334106729
"1503",2016-04-29,332,87,1,420,0.790476190476191,0.207142857142857
"1504",2016-05-06,328,86,1,415,0.790361445783132,0.207228915662651
"1505",2016-05-13,318,87,1,406,0.783251231527094,0.214285714285714
"1506",2016-05-20,318,85,1,404,0.787128712871287,0.21039603960396
"1507",2016-05-27,316,87,1,404,0.782178217821782,0.215346534653465
"1508",2016-06-03,325,82,1,408,0.79656862745098,0.200980392156863
"1509",2016-06-10,328,85,1,414,0.792270531400966,0.205314009661836
"1510",2016-06-17,337,86,1,424,0.794811320754717,0.202830188679245
"1511",2016-06-24,330,90,1,421,0.783847980997625,0.213776722090261
"1512",2016-07-01,341,89,1,431,0.791183294663573,0.206496519721578
"1513",2016-07-08,351,88,1,440,0.797727272727273,0.2
"1514",2016-07-15,357,89,1,447,0.798657718120805,0.19910514541387
"1515",2016-07-22,371,88,3,462,0.803030303030303,0.19047619047619
"1516",2016-07-29,374,86,3,463,0.807775377969763,0.185745140388769
"1517",2016-08-05,381,81,2,464,0.821120689655172,0.174568965517241
"1518",2016-08-12,396,83,2,481,0.823284823284823,0.172557172557173
"1519",2016-08-19,406,83,2,491,0.826883910386965,0.169042769857434
"1520",2016-08-26,406,81,2,489,0.830265848670757,0.165644171779141
"1521",2016-09-02,407,88,2,497,0.818913480885312,0.177062374245473
"1522",2016-09-09,414,92,2,508,0.81496062992126,0.181102362204724
"1523",2016-09-16,416,89,1,506,0.822134387351779,0.175889328063241
"1524",2016-09-23,418,92,1,511,0.818003913894325,0.180039138943249
"1525",2016-09-30,425,96,1,522,0.814176245210728,0.183908045977012
"1526",2016-10-07,428,94,2,524,0.816793893129771,0.179389312977099
"1527",2016-10-14,432,105,2,539,0.801484230055659,0.194805194805195
"1528",2016-10-21,443,108,2,553,0.801084990958409,0.195298372513562
"1529",2016-10-28,441,114,2,557,0.791741472172352,0.204667863554758
"1530",2016-11-04,450,117,2,569,0.790861159929701,0.205623901581722
"1531",2016-11-11,452,115,1,568,0.795774647887324,0.202464788732394
"1532",2016-11-18,471,116,1,588,0.801020408163265,0.197278911564626
"1533",2016-11-23,474,118,1,593,0.799325463743676,0.198988195615514
"1534",2016-12-02,477,119,1,597,0.798994974874372,0.199329983249581
"1535",2016-12-09,498,125,1,624,0.798076923076923,0.200320512820513
"1536",2016-12-16,510,126,1,637,0.800627943485086,0.197802197802198
"1537",2016-12-23,523,129,1,653,0.800918836140888,0.197549770290965
"1538",2016-12-30,525,132,1,658,0.797872340425532,0.200607902735562
"1539",2017-01-06,529,135,1,665,0.795488721804511,0.203007518796992
"1540",2017-01-13,522,136,1,659,0.792109256449165,0.206373292867982
"1541",2017-01-20,551,142,1,694,0.793948126801153,0.204610951008646
"1542",2017-01-27,566,145,1,712,0.794943820224719,0.203651685393258
"1543",2017-02-03,583,145,1,729,0.799725651577503,0.198902606310014
"1544",2017-02-10,591,149,1,741,0.797570850202429,0.201079622132254
"1545",2017-02-17,597,153,1,751,0.794940079893475,0.203728362183755
"1546",2017-02-24,602,151,1,754,0.79840848806366,0.20026525198939
"1547",2017-03-03,609,146,1,756,0.805555555555556,0.193121693121693
"1548",2017-03-10,617,151,0,768,0.803385416666667,0.196614583333333
"1549",2017-03-17,631,157,1,789,0.799746514575412,0.198986058301648
"1550",2017-03-24,652,155,2,809,0.80593325092707,0.19159456118665
"1551",2017-03-31,662,160,2,824,0.803398058252427,0.194174757281553
"1552",2017-04-07,672,165,2,839,0.800953516090584,0.196662693682956
"1553",2017-04-13,683,162,2,847,0.806375442739079,0.191263282172373
"1554",2017-04-21,688,167,2,857,0.802800466744457,0.194865810968495
"1555",2017-04-28,697,171,2,870,0.801149425287356,0.196551724137931
"1556",2017-05-05,703,173,1,877,0.801596351197263,0.197263397947548
"1557",2017-05-12,712,172,1,885,0.804519774011299,0.194350282485876
"1558",2017-05-19,720,180,1,901,0.799112097669256,0.199778024417314
"1559",2017-05-26,722,185,1,908,0.795154185022026,0.203744493392071
"1560",2017-06-02,733,182,1,916,0.800218340611354,0.198689956331878
"1561",2017-06-09,741,185,1,927,0.799352750809062,0.199568500539374
"1562",2017-06-16,747,186,0,933,0.80064308681672,0.19935691318328
"1563",2017-06-23,758,183,0,941,0.805526036131775,0.194473963868225
"1564",2017-06-30,756,184,0,940,0.804255319148936,0.195744680851064
"1565",2017-07-07,763,189,0,952,0.801470588235294,0.198529411764706
"1566",2017-07-14,765,187,0,952,0.803571428571429,0.196428571428571
"1567",2017-07-21,764,186,0,950,0.804210526315789,0.195789473684211
"1568",2017-07-28,766,192,0,958,0.799582463465553,0.200417536534447
"1569",2017-08-04,765,189,0,954,0.80188679245283,0.19811320754717
"1570",2017-08-11,768,181,0,949,0.80927291886196,0.19072708113804
"1571",2017-08-18,763,182,1,946,0.806553911205074,0.192389006342495
"1572",2017-08-25,759,180,1,940,0.807446808510638,0.191489361702128
"1573",2017-09-01,759,183,1,943,0.804878048780488,0.19406150583245
"1574",2017-09-08,756,187,1,944,0.800847457627119,0.198093220338983
"1575",2017-09-15,749,186,1,936,0.800213675213675,0.198717948717949
"1576",2017-09-22,744,190,1,935,0.79572192513369,0.203208556149733
"1577",2017-09-29,750,189,1,940,0.797872340425532,0.201063829787234
"1578",2017-10-06,748,187,1,936,0.799145299145299,0.199786324786325
"1579",2017-10-13,743,185,0,928,0.800646551724138,0.199353448275862
"1580",2017-10-20,736,177,0,913,0.806133625410734,0.193866374589266
"1581",2017-10-27,737,172,0,909,0.810781078107811,0.189218921892189
